index,time_s,adc,voltage_v
0,0.000000000,2064,0.005786428
1,0.000416667,2114,0.650799558
2,0.000833333,2164,1.295812688
3,0.001250000,2212,1.915025292
4,0.001666667,2257,2.495537110
5,0.002083333,2299,3.037348139
6,0.002500000,2338,3.540458380
7,0.002916667,2371,3.966167046
8,0.003333333,2399,4.327374399
9,0.003750000,2422,4.624080438
10,0.004166667,2438,4.830484640
11,0.004583333,2448,4.959487266
12,0.005000000,2451,4.998188054
13,0.005416667,2448,4.959487266
14,0.005833333,2438,4.830484640
15,0.006250000,2422,4.624080438
16,0.006666667,2399,4.327374399
17,0.007083333,2371,3.966167046
18,0.007500000,2338,3.540458380
19,0.007916667,2299,3.037348139
20,0.008333333,2257,2.495537110
21,0.008750000,2212,1.915025292
22,0.009166667,2164,1.295812688
23,0.009583333,2114,0.650799558
24,0.010000000,2064,0.005786428
25,0.010416667,2013,-0.652126965
26,0.010833333,1963,-1.297140095
27,0.011250000,1915,-1.916352700
28,0.011666667,1870,-2.496864517
29,0.012083333,1828,-3.038675546
30,0.012500000,1789,-3.541785787
31,0.012916667,1756,-3.967494453
32,0.013333333,1728,-4.328701806
33,0.013750000,1705,-4.625407846
34,0.014166667,1689,-4.831812047
35,0.014583333,1679,-4.960814673
36,0.015000000,1676,-4.999515461
37,0.015416667,1679,-4.960814673
38,0.015833333,1689,-4.831812047
39,0.016250000,1705,-4.625407846
40,0.016666667,1728,-4.328701806
41,0.017083333,1756,-3.967494453
42,0.017500000,1789,-3.541785787
43,0.017916667,1828,-3.038675546
44,0.018333333,1870,-2.496864517
45,0.018750000,1915,-1.916352700
46,0.019166667,1963,-1.297140095
47,0.019583333,2013,-0.652126965
48,0.020000000,2064,0.005786428
49,0.020416667,2114,0.650799558
50,0.020833333,2164,1.295812688
51,0.021250000,2212,1.915025292
52,0.021666667,2257,2.495537110
53,0.022083333,2299,3.037348139
54,0.022500000,2338,3.540458380
55,0.022916667,2371,3.966167046
56,0.023333333,2399,4.327374399
57,0.023750000,2422,4.624080438
58,0.024166667,2438,4.830484640
59,0.024583333,2448,4.959487266
60,0.025000000,2451,4.998188054
61,0.025416667,2448,4.959487266
62,0.025833333,2438,4.830484640
63,0.026250000,2422,4.624080438
64,0.026666667,2399,4.327374399
65,0.027083333,2371,3.966167046
66,0.027500000,2338,3.540458380
67,0.027916667,2299,3.037348139
68,0.028333333,2257,2.495537110
69,0.028750000,2212,1.915025292
70,0.029166667,2164,1.295812688
71,0.029583333,2114,0.650799558
72,0.030000000,2064,0.005786428
73,0.030416667,2013,-0.652126965
74,0.030833333,1963,-1.297140095
75,0.031250000,1915,-1.916352700
76,0.031666667,1870,-2.496864517
77,0.032083333,1828,-3.038675546
78,0.032500000,1789,-3.541785787
79,0.032916667,1756,-3.967494453
80,0.033333333,1728,-4.328701806
81,0.033750000,1705,-4.625407846
82,0.034166667,1689,-4.831812047
83,0.034583333,1679,-4.960814673
84,0.035000000,1676,-4.999515461
85,0.035416667,1679,-4.960814673
86,0.035833333,1689,-4.831812047
87,0.036250000,1705,-4.625407846
88,0.036666667,1728,-4.328701806
89,0.037083333,1756,-3.967494453
90,0.037500000,1789,-3.541785787
91,0.037916667,1828,-3.038675546
92,0.038333333,1870,-2.496864517
93,0.038750000,1915,-1.916352700
94,0.039166667,1963,-1.297140095
95,0.039583333,2013,-0.652126965
96,0.040000000,2064,0.005786428
97,0.040416667,2114,0.650799558
98,0.040833333,2164,1.295812688
99,0.041250000,2212,1.915025292
100,0.041666667,2257,2.495537110
101,0.042083333,2299,3.037348139
102,0.042500000,2338,3.540458380
103,0.042916667,2371,3.966167046
104,0.043333333,2399,4.327374399
105,0.043750000,2422,4.624080438
106,0.044166667,2438,4.830484640
107,0.044583333,2448,4.959487266
108,0.045000000,2451,4.998188054
109,0.045416667,2448,4.959487266
110,0.045833333,2438,4.830484640
111,0.046250000,2422,4.624080438
112,0.046666667,2399,4.327374399
113,0.047083333,2371,3.966167046
114,0.047500000,2338,3.540458380
115,0.047916667,2299,3.037348139
116,0.048333333,2257,2.495537110
117,0.048750000,2212,1.915025292
118,0.049166667,2164,1.295812688
119,0.049583333,2114,0.650799558
120,0.050000000,2064,0.005786428
121,0.050416667,2013,-0.652126965
122,0.050833333,1963,-1.297140095
123,0.051250000,1915,-1.916352700
124,0.051666667,1870,-2.496864517
125,0.052083333,1828,-3.038675546
126,0.052500000,1789,-3.541785787
127,0.052916667,1756,-3.967494453
128,0.053333333,1728,-4.328701806
129,0.053750000,1705,-4.625407846
130,0.054166667,1689,-4.831812047
131,0.054583333,1679,-4.960814673
132,0.055000000,1676,-4.999515461
133,0.055416667,1679,-4.960814673
134,0.055833333,1689,-4.831812047
135,0.056250000,1705,-4.625407846
136,0.056666667,1728,-4.328701806
137,0.057083333,1756,-3.967494453
138,0.057500000,1789,-3.541785787
139,0.057916667,1828,-3.038675546
140,0.058333333,1870,-2.496864517
141,0.058750000,1915,-1.916352700
142,0.059166667,1963,-1.297140095
143,0.059583333,2013,-0.652126965
144,0.060000000,2064,0.005786428
145,0.060416667,2114,0.650799558
146,0.060833333,2164,1.295812688
147,0.061250000,2212,1.915025292
148,0.061666667,2257,2.495537110
149,0.062083333,2299,3.037348139
150,0.062500000,2338,3.540458380
151,0.062916667,2371,3.966167046
152,0.063333333,2399,4.327374399
153,0.063750000,2422,4.624080438
154,0.064166667,2438,4.830484640
155,0.064583333,2448,4.959487266
156,0.065000000,2451,4.998188054
157,0.065416667,2448,4.959487266
158,0.065833333,2438,4.830484640
159,0.066250000,2422,4.624080438
160,0.066666667,2399,4.327374399
161,0.067083333,2371,3.966167046
162,0.067500000,2338,3.540458380
163,0.067916667,2299,3.037348139
164,0.068333333,2257,2.495537110
165,0.068750000,2212,1.915025292
166,0.069166667,2164,1.295812688
167,0.069583333,2114,0.650799558
168,0.070000000,2064,0.005786428
169,0.070416667,2013,-0.652126965
170,0.070833333,1963,-1.297140095
171,0.071250000,1915,-1.916352700
172,0.071666667,1870,-2.496864517
173,0.072083333,1828,-3.038675546
174,0.072500000,1789,-3.541785787
175,0.072916667,1756,-3.967494453
176,0.073333333,1728,-4.328701806
177,0.073750000,1705,-4.625407846
178,0.074166667,1689,-4.831812047
179,0.074583333,1679,-4.960814673
180,0.075000000,1676,-4.999515461
181,0.075416667,1679,-4.960814673
182,0.075833333,1689,-4.831812047
183,0.076250000,1705,-4.625407846
184,0.076666667,1728,-4.328701806
185,0.077083333,1756,-3.967494453
186,0.077500000,1789,-3.541785787
187,0.077916667,1828,-3.038675546
